TimesheetID,Date,ConsultantID,ProjectID,Hours,IsBillable
TS0001474,2024-07-11,C017,P014,5.1,1
TS0001475,2024-07-11,C030,P003,4.3,1
TS0001476,2024-07-12,C004,P025,5.0,1
TS0001477,2024-07-12,C015,P025,5.3,1
TS0001478,2024-07-12,C007,P025,5.7,1
TS0001479,2024-07-12,C014,P025,5.8,1
TS0001480,2024-07-12,C023,P034,5.1,1
TS0001481,2024-07-12,C008,P034,4.4,1
TS0001482,2024-07-12,C006,P034,6.9,1
TS0001483,2024-07-12,C027,P034,1.9,0
TS0001484,2024-07-12,C017,P035,5.5,1
TS0001485,2024-07-12,C013,P035,4.9,1
TS0001486,2024-07-12,C011,P035,6.9,1
TS0001487,2024-07-12,C020,P011,4.9,1
TS0001488,2024-07-12,C030,P011,4.6,1
TS0001489,2024-07-12,C015,P011,2.3,0
TS0001490,2024-07-12,C025,P011,3.8,1
TS0001491,2024-07-12,C001,P011,3.0,1
TS0001492,2024-07-12,C017,P011,7.4,1
TS0001493,2024-07-12,C006,P011,6.0,1
TS0001494,2024-07-12,C027,P022,3.9,1
TS0001495,2024-07-12,C016,P022,4.2,1
TS0001496,2024-07-12,C023,P022,5.2,1
TS0001497,2024-07-12,C026,P022,6.1,1
TS0001498,2024-07-12,C017,P022,7.2,1
TS0001499,2024-07-12,C018,P022,6.9,1
TS0001500,2024-07-12,C008,P022,6.8,1
TS0001501,2024-07-12,C014,P036,5.5,1
TS0001502,2024-07-12,C016,P015,7.6,1
TS0001503,2024-07-12,C004,P015,5.6,1
TS0001504,2024-07-12,C026,P015,2.6,1
TS0001505,2024-07-12,C008,P006,7.3,1
TS0001506,2024-07-12,C017,P006,6.5,1
TS0001507,2024-07-12,C010,P006,1.6,0
TS0001508,2024-07-12,C025,P006,4.0,1
TS0001509,2024-07-12,C007,P006,6.7,1
TS0001510,2024-07-12,C018,P014,5.7,1
TS0001511,2024-07-12,C028,P003,5.5,1
TS0001512,2024-07-12,C014,P003,8.6,1
TS0001513,2024-07-15,C017,P035,6.0,1
TS0001514,2024-07-15,C007,P025,8.1,1
TS0001515,2024-07-15,C007,P036,7.3,1
TS0001516,2024-07-15,C017,P014,5.9,1
TS0001517,2024-07-15,C025,P011,6.1,1
TS0001518,2024-07-15,C015,P011,5.7,0
TS0001519,2024-07-15,C020,P011,8.5,1
TS0001520,2024-07-15,C030,P011,5.9,1
TS0001521,2024-07-15,C005,P003,4.2,0
TS0001522,2024-07-15,C028,P003,6.3,1
TS0001523,2024-07-15,C017,P022,6.3,1
TS0001524,2024-07-15,C027,P022,8.0,1
TS0001525,2024-07-15,C023,P022,7.7,1
TS0001526,2024-07-15,C016,P022,6.6,1
TS0001527,2024-07-15,C025,P006,8.4,1
TS0001528,2024-07-15,C004,P015,6.5,1
TS0001529,2024-07-15,C026,P015,5.6,1
TS0001530,2024-07-15,C006,P034,4.8,1
TS0001531,2024-07-15,C008,P034,2.5,0
TS0001532,2024-07-16,C008,P006,7.8,1
TS0001533,2024-07-16,C010,P006,3.4,0
TS0001534,2024-07-16,C026,P015,6.8,1
TS0001535,2024-07-16,C025,P015,3.3,1
TS0001536,2024-07-16,C016,P015,3.9,1
TS0001537,2024-07-16,C015,P011,8.2,1
TS0001538,2024-07-16,C030,P011,5.1,1
TS0001539,2024-07-16,C017,P011,3.6,1
TS0001540,2024-07-16,C025,P011,2.5,1
TS0001541,2024-07-16,C006,P011,6.1,1
TS0001542,2024-07-16,C030,P003,9.9,1
TS0001543,2024-07-16,C023,P022,6.7,1
TS0001544,2024-07-16,C017,P022,2.5,0
TS0001545,2024-07-16,C027,P034,4.9,1
TS0001546,2024-07-16,C014,P035,5.9,1
TS0001547,2024-07-16,C017,P014,4.3,1
TS0001548,2024-07-16,C022,P014,1.9,0
TS0001549,2024-07-16,C018,P014,6.9,1
TS0001550,2024-07-16,C007,P036,4.5,1
TS0001551,2024-07-16,C007,P025,3.9,1
TS0001552,2024-07-17,C007,P036,7.6,1
TS0001553,2024-07-17,C030,P003,5.8,1
TS0001554,2024-07-17,C028,P003,6.2,1
TS0001555,2024-07-17,C014,P003,5.2,1
TS0001556,2024-07-17,C014,P035,5.8,1
TS0001557,2024-07-17,C011,P035,7.0,1
TS0001558,2024-07-17,C009,P006,3.9,0
TS0001559,2024-07-17,C025,P006,5.7,1
TS0001560,2024-07-17,C007,P006,4.0,1
TS0001561,2024-07-17,C014,P025,2.0,0
TS0001562,2024-07-17,C005,P025,6.4,1
TS0001563,2024-07-17,C004,P025,6.7,1
TS0001564,2024-07-17,C015,P025,1.6,0
TS0001565,2024-07-17,C027,P025,4.8,1
TS0001566,2024-07-17,C007,P025,3.3,1
TS0001567,2024-07-17,C018,P014,5.2,1
TS0001568,2024-07-17,C022,P014,4.6,1
TS0001569,2024-07-17,C017,P014,4.0,1
TS0001570,2024-07-17,C030,P011,7.0,1
TS0001571,2024-07-17,C026,P015,6.9,1
TS0001572,2024-07-17,C004,P015,6.7,1
TS0001573,2024-07-17,C025,P015,1.2,0
TS0001574,2024-07-17,C008,P034,7.9,1
TS0001575,2024-07-17,C027,P034,3.2,1
TS0001576,2024-07-17,C016,P022,6.7,1
TS0001577,2024-07-17,C023,P022,5.8,1
TS0001578,2024-07-18,C009,P006,4.8,1
TS0001579,2024-07-18,C025,P006,6.1,1
TS0001580,2024-07-18,C014,P036,2.5,0
TS0001581,2024-07-18,C007,P036,6.6,1
TS0001582,2024-07-18,C025,P011,5.2,1
TS0001583,2024-07-18,C017,P011,5.8,1
TS0001584,2024-07-18,C015,P011,5.4,1
TS0001585,2024-07-18,C006,P011,8.0,1
TS0001586,2024-07-18,C001,P011,6.9,1
TS0001587,2024-07-18,C017,P035,4.8,1
TS0001588,2024-07-18,C014,P035,7.3,1
TS0001589,2024-07-18,C022,P014,5.4,1
TS0001590,2024-07-18,C018,P014,6.5,1
TS0001591,2024-07-18,C017,P014,8.7,1
TS0001592,2024-07-18,C008,P022,0.4,0
TS0001593,2024-07-18,C026,P022,6.4,1
TS0001594,2024-07-19,C005,P025,4.6,1
TS0001595,2024-07-19,C007,P025,5.5,1
TS0001596,2024-07-19,C027,P025,5.7,1
TS0001597,2024-07-19,C015,P025,2.2,0
TS0001598,2024-07-19,C004,P025,4.0,1
TS0001599,2024-07-19,C005,P003,5.1,1
TS0001600,2024-07-19,C028,P003,2.3,1
TS0001601,2024-07-19,C006,P034,5.1,1
TS0001602,2024-07-19,C008,P034,7.5,1
TS0001603,2024-07-19,C023,P034,7.4,1
TS0001604,2024-07-19,C022,P014,4.2,1
TS0001605,2024-07-19,C018,P014,10.5,1
TS0001606,2024-07-19,C017,P011,4.0,1
TS0001607,2024-07-19,C030,P011,6.3,1
TS0001608,2024-07-19,C006,P011,7.0,1
TS0001609,2024-07-19,C001,P011,0.3,0
TS0001610,2024-07-19,C025,P011,5.4,1
TS0001611,2024-07-19,C014,P036,5.9,1
TS0001612,2024-07-19,C007,P036,9.0,1
TS0001613,2024-07-19,C017,P022,5.3,1
TS0001614,2024-07-19,C008,P022,6.2,1
TS0001615,2024-07-19,C027,P022,5.8,1
TS0001616,2024-07-19,C018,P022,8.3,1
TS0001617,2024-07-19,C026,P022,6.2,1
TS0001618,2024-07-19,C008,P006,5.3,1
TS0001619,2024-07-22,C027,P034,6.4,1
TS0001620,2024-07-22,C008,P034,8.8,1
TS0001621,2024-07-22,C015,P025,4.2,1
TS0001622,2024-07-22,C014,P025,5.1,1
TS0001623,2024-07-22,C027,P025,5.0,1
TS0001624,2024-07-22,C005,P025,7.1,1
TS0001625,2024-07-22,C007,P025,4.6,1
TS0001626,2024-07-22,C004,P025,5.3,1
TS0001627,2024-07-22,C017,P014,5.3,1
TS0001628,2024-07-22,C018,P014,6.5,1
TS0001629,2024-07-22,C022,P014,9.0,1
TS0001630,2024-07-22,C011,P035,6.0,1
TS0001631,2024-07-22,C014,P035,4.8,1
TS0001632,2024-07-22,C017,P035,0.3,0
TS0001633,2024-07-22,C030,P003,7.0,1
TS0001634,2024-07-23,C014,P025,4.9,1
TS0001635,2024-07-23,C015,P011,4.5,1
TS0001636,2024-07-23,C020,P011,3.3,1
TS0001637,2024-07-23,C030,P011,5.3,1
TS0001638,2024-07-23,C007,P006,5.8,1
TS0001639,2024-07-23,C010,P006,9.2,1
TS0001640,2024-07-23,C008,P006,4.9,1
TS0001641,2024-07-23,C009,P006,5.0,1
TS0001642,2024-07-23,C025,P006,4.3,1
TS0001643,2024-07-23,C007,P036,7.1,1
TS0001644,2024-07-23,C014,P036,5.9,1
TS0001645,2024-07-23,C006,P034,1.6,0
TS0001646,2024-07-23,C008,P034,2.5,1
TS0001647,2024-07-23,C027,P034,7.0,1
TS0001648,2024-07-23,C023,P034,5.4,1
TS0001649,2024-07-23,C028,P003,7.2,1
TS0001650,2024-07-23,C014,P003,7.1,1
TS0001651,2024-07-23,C022,P014,5.8,1
TS0001652,2024-07-23,C023,P022,7.3,1
TS0001653,2024-07-23,C016,P022,4.8,1
TS0001654,2024-07-23,C008,P022,5.8,1
TS0001655,2024-07-23,C017,P022,6.6,1
TS0001656,2024-07-23,C027,P022,4.7,1
TS0001657,2024-07-23,C013,P035,5.0,1
TS0001658,2024-07-23,C011,P035,4.6,1
TS0001659,2024-07-24,C018,P014,4.0,1
TS0001660,2024-07-24,C023,P034,5.3,1
TS0001661,2024-07-24,C027,P034,5.9,1
TS0001662,2024-07-24,C006,P034,5.6,1
TS0001663,2024-07-24,C008,P034,6.0,1
TS0001664,2024-07-24,C018,P022,1.7,0
TS0001665,2024-07-24,C017,P022,6.0,1
TS0001666,2024-07-24,C027,P022,6.8,1
TS0001667,2024-07-24,C026,P022,5.7,1
TS0001668,2024-07-24,C017,P035,6.7,1
TS0001669,2024-07-24,C011,P035,4.5,1
TS0001670,2024-07-24,C014,P035,4.9,1
TS0001671,2024-07-24,C013,P035,5.0,1
TS0001672,2024-07-24,C009,P006,5.4,1
TS0001673,2024-07-24,C008,P006,6.8,1
TS0001674,2024-07-24,C010,P006,6.4,1
TS0001675,2024-07-24,C017,P006,7.6,1
TS0001676,2024-07-24,C007,P006,4.5,1
TS0001677,2024-07-24,C025,P006,5.5,1
TS0001678,2024-07-24,C007,P025,5.5,1
TS0001679,2024-07-24,C015,P025,4.9,1
TS0001680,2024-07-24,C030,P003,5.1,1
TS0001681,2024-07-24,C028,P003,7.7,1
TS0001682,2024-07-24,C001,P011,7.5,1
TS0001683,2024-07-24,C030,P011,5.0,1
TS0001684,2024-07-24,C015,P011,6.4,1
TS0001685,2024-07-24,C020,P011,4.7,1
TS0001686,2024-07-24,C007,P036,5.4,1
TS0001687,2024-07-24,C014,P036,6.5,1
TS0001688,2024-07-25,C011,P035,5.4,1
TS0001689,2024-07-25,C017,P011,0.7,0
TS0001690,2024-07-25,C007,P036,6.3,1
TS0001691,2024-07-25,C014,P036,4.1,1
TS0001692,2024-07-25,C017,P006,6.5,1
TS0001693,2024-07-25,C010,P006,4.5,0
TS0001694,2024-07-25,C009,P006,5.3,1
TS0001695,2024-07-25,C025,P006,7.8,1
TS0001696,2024-07-25,C014,P003,8.8,1
TS0001697,2024-07-25,C027,P034,5.5,1
TS0001698,2024-07-25,C017,P014,7.2,1
TS0001699,2024-07-25,C022,P014,5.7,1
TS0001700,2024-07-25,C004,P025,6.2,1
TS0001701,2024-07-25,C007,P025,6.0,1
TS0001702,2024-07-25,C005,P025,6.3,1
TS0001703,2024-07-25,C014,P025,4.9,1
TS0001704,2024-07-25,C015,P025,5.0,1
TS0001705,2024-07-26,C008,P034,6.4,1
TS0001706,2024-07-26,C006,P034,7.7,1
TS0001707,2024-07-26,C027,P034,5.7,1
TS0001708,2024-07-26,C018,P014,6.6,1
TS0001709,2024-07-26,C017,P014,5.2,1
TS0001710,2024-07-26,C007,P036,4.0,1
TS0001711,2024-07-26,C014,P036,8.0,1
TS0001712,2024-07-26,C006,P011,6.6,1
TS0001713,2024-07-26,C020,P011,2.3,0
TS0001714,2024-07-26,C025,P011,6.2,1
TS0001715,2024-07-26,C010,P006,6.4,1
TS0001716,2024-07-26,C009,P006,7.9,1
TS0001717,2024-07-26,C008,P006,7.3,1
TS0001718,2024-07-26,C013,P035,1.6,0
TS0001719,2024-07-26,C014,P035,4.3,1
TS0001720,2024-07-26,C011,P035,8.0,1
TS0001721,2024-07-26,C017,P035,5.0,1
TS0001722,2024-07-26,C004,P025,3.9,1
TS0001723,2024-07-26,C007,P025,5.7,1
TS0001724,2024-07-26,C030,P003,5.8,1
TS0001725,2024-07-26,C005,P003,5.2,1
TS0001726,2024-07-26,C028,P003,8.4,1
TS0001727,2024-07-26,C014,P003,5.0,1
TS0001728,2024-07-26,C023,P022,5.1,1
TS0001729,2024-07-26,C018,P022,4.9,1
TS0001730,2024-07-29,C027,P034,4.1,1
TS0001731,2024-07-29,C008,P034,6.4,1
TS0001732,2024-07-29,C006,P034,5.3,1
TS0001733,2024-07-29,C023,P034,3.8,1
TS0001734,2024-07-29,C007,P036,6.4,1
TS0001735,2024-07-29,C014,P036,8.2,1
TS0001736,2024-07-29,C014,P025,1.6,0
TS0001737,2024-07-29,C007,P025,5.8,1
TS0001738,2024-07-29,C023,P022,8.7,1
TS0001739,2024-07-29,C027,P022,5.9,1
TS0001740,2024-07-29,C026,P022,7.8,1
TS0001741,2024-07-29,C017,P022,6.8,1
TS0001742,2024-07-29,C016,P022,2.7,1
TS0001743,2024-07-29,C018,P022,6.6,1
TS0001744,2024-07-29,C008,P022,5.5,1
TS0001745,2024-07-29,C007,P006,4.6,1
TS0001746,2024-07-29,C009,P006,4.7,1
TS0001747,2024-07-29,C010,P006,1.5,0
TS0001748,2024-07-29,C030,P011,6.3,1
TS0001749,2024-07-29,C025,P011,5.0,1
TS0001750,2024-07-29,C020,P011,7.7,1
TS0001751,2024-07-29,C006,P011,2.3,0
TS0001752,2024-07-29,C001,P011,9.1,1
TS0001753,2024-07-29,C015,P011,2.1,1
TS0001754,2024-07-30,C022,P014,6.3,1
TS0001755,2024-07-30,C017,P014,6.7,1
TS0001756,2024-07-30,C018,P014,3.8,0
TS0001757,2024-07-30,C005,P003,11.3,1
TS0001758,2024-07-30,C025,P006,8.2,1
TS0001759,2024-07-30,C017,P006,6.9,1
TS0001760,2024-07-30,C008,P006,5.0,1
TS0001761,2024-07-30,C009,P006,6.7,1
TS0001762,2024-07-30,C030,P011,5.5,1
TS0001763,2024-07-30,C018,P022,6.7,1
TS0001764,2024-07-30,C008,P022,7.5,1
TS0001765,2024-07-30,C017,P022,6.1,1
TS0001766,2024-07-30,C008,P034,4.7,1
TS0001767,2024-07-30,C006,P034,6.3,1
TS0001768,2024-07-30,C013,P035,1.7,0
TS0001769,2024-07-31,C023,P022,6.1,1
TS0001770,2024-07-31,C018,P022,7.9,1
TS0001771,2024-07-31,C008,P022,5.3,0
TS0001772,2024-07-31,C015,P011,7.7,1
TS0001773,2024-07-31,C030,P011,4.5,1
TS0001774,2024-07-31,C006,P011,6.3,1
TS0001775,2024-07-31,C020,P011,5.4,1
TS0001776,2024-07-31,C025,P011,7.8,1
TS0001777,2024-07-31,C017,P011,2.2,1
TS0001778,2024-07-31,C001,P011,6.1,1
TS0001779,2024-07-31,C006,P034,5.2,0
TS0001780,2024-07-31,C027,P034,4.5,1
TS0001781,2024-07-31,C001,P038,4.9,0
TS0001782,2024-07-31,C003,P038,2.6,1
TS0001783,2024-07-31,C014,P035,6.9,1
TS0001784,2024-07-31,C011,P035,5.2,1
TS0001785,2024-07-31,C017,P035,5.8,1
TS0001786,2024-07-31,C013,P035,0.3,0
TS0001787,2024-07-31,C022,P014,8.1,1
TS0001788,2024-07-31,C018,P014,10.9,1
TS0001789,2024-08-01,C017,P022,3.8,1
TS0001790,2024-08-01,C008,P022,4.2,1
TS0001791,2024-08-01,C007,P036,7.3,1
TS0001792,2024-08-01,C014,P036,6.4,1
TS0001793,2024-08-01,C005,P003,5.6,1
TS0001794,2024-08-01,C014,P003,6.5,1
TS0001795,2024-08-01,C009,P006,5.1,1
TS0001796,2024-08-01,C025,P006,5.4,1
TS0001797,2024-08-01,C017,P011,11.3,1
TS0001798,2024-08-01,C015,P011,7.2,1
TS0001799,2024-08-01,C006,P011,5.8,1
TS0001800,2024-08-01,C020,P011,5.2,1
TS0001801,2024-08-01,C018,P014,5.4,1
TS0001802,2024-08-01,C017,P014,8.1,1
TS0001803,2024-08-02,C025,P006,4.7,1
TS0001804,2024-08-02,C007,P036,7.4,1
TS0001805,2024-08-02,C018,P014,6.9,1
TS0001806,2024-08-02,C022,P014,3.8,0
TS0001807,2024-08-02,C017,P014,6.1,1
TS0001808,2024-08-02,C017,P035,5.3,1
TS0001809,2024-08-02,C003,P038,7.4,1
TS0001810,2024-08-02,C001,P038,6.4,1
TS0001811,2024-08-02,C024,P038,6.5,1
TS0001812,2024-08-02,C020,P011,4.1,1
TS0001813,2024-08-02,C030,P011,7.2,1
TS0001814,2024-08-02,C014,P003,6.8,1
TS0001815,2024-08-02,C005,P003,9.2,1
TS0001816,2024-08-02,C030,P003,5.5,1
TS0001817,2024-08-02,C028,P003,5.7,1
TS0001818,2024-08-02,C018,P022,6.4,1
TS0001819,2024-08-02,C023,P022,3.1,1
TS0001820,2024-08-02,C006,P034,9.2,1
TS0001821,2024-08-02,C023,P034,2.4,0
TS0001822,2024-08-02,C008,P034,5.4,1
TS0001823,2024-08-05,C013,P035,4.0,1
TS0001824,2024-08-05,C014,P035,5.6,1
TS0001825,2024-08-05,C011,P035,6.5,1
TS0001826,2024-08-05,C017,P035,4.9,1
TS0001827,2024-08-05,C017,P011,4.7,1
TS0001828,2024-08-05,C025,P011,7.8,1
TS0001829,2024-08-05,C023,P034,7.0,1
TS0001830,2024-08-05,C014,P036,2.7,1
TS0001831,2024-08-05,C024,P038,7.5,1
TS0001832,2024-08-05,C017,P006,3.0,1
TS0001833,2024-08-05,C025,P006,6.4,1
TS0001834,2024-08-05,C008,P006,9.1,1
TS0001835,2024-08-05,C010,P006,6.1,1
TS0001836,2024-08-05,C022,P014,3.9,1
TS0001837,2024-08-05,C014,P003,9.0,1
TS0001838,2024-08-05,C028,P003,7.5,1
TS0001839,2024-08-05,C030,P003,4.1,1
TS0001840,2024-08-05,C026,P022,6.8,1
TS0001841,2024-08-05,C023,P022,3.8,1
TS0001842,2024-08-06,C022,P014,2.5,0
TS0001843,2024-08-06,C018,P014,7.8,1
TS0001844,2024-08-06,C006,P011,5.5,1
TS0001845,2024-08-06,C001,P011,5.3,1
TS0001846,2024-08-06,C009,P006,5.3,1
TS0001847,2024-08-06,C025,P006,7.6,1
TS0001848,2024-08-06,C017,P006,7.7,1
TS0001849,2024-08-06,C008,P006,6.4,1
TS0001850,2024-08-06,C007,P006,5.7,1
TS0001851,2024-08-06,C003,P038,4.1,0
TS0001852,2024-08-06,C012,P038,4.8,1
TS0001853,2024-08-06,C001,P038,8.1,1
TS0001854,2024-08-06,C023,P034,6.0,1
TS0001855,2024-08-06,C008,P034,6.7,1
TS0001856,2024-08-06,C027,P034,8.6,1
TS0001857,2024-08-06,C006,P034,2.2,0
TS0001858,2024-08-06,C030,P003,3.8,1
TS0001859,2024-08-06,C014,P003,4.7,1
TS0001860,2024-08-06,C027,P022,5.4,1
TS0001861,2024-08-06,C026,P022,2.1,0
TS0001862,2024-08-06,C023,P022,5.3,1
TS0001863,2024-08-06,C011,P035,2.1,0
TS0001864,2024-08-06,C017,P035,5.5,1
TS0001865,2024-08-06,C014,P036,9.0,1
TS0001866,2024-08-07,C007,P036,5.7,1
TS0001867,2024-08-07,C014,P036,3.0,1
TS0001868,2024-08-07,C023,P034,3.5,1
TS0001869,2024-08-07,C006,P034,6.3,1
TS0001870,2024-08-07,C008,P022,6.8,1
TS0001871,2024-08-07,C018,P022,7.3,1
TS0001872,2024-08-07,C023,P022,4.1,1
TS0001873,2024-08-07,C016,P022,3.9,1
TS0001874,2024-08-07,C017,P022,4.9,1
TS0001875,2024-08-07,C026,P022,5.5,1
TS0001876,2024-08-07,C027,P022,6.8,1
TS0001877,2024-08-07,C010,P006,1.4,0
TS0001878,2024-08-07,C017,P014,3.8,1
TS0001879,2024-08-07,C005,P003,6.7,1
TS0001880,2024-08-07,C001,P011,3.9,1
TS0001881,2024-08-07,C020,P011,5.6,1
TS0001882,2024-08-07,C025,P011,6.9,1
TS0001883,2024-08-07,C017,P011,5.4,1
TS0001884,2024-08-07,C015,P011,6.0,1
TS0001885,2024-08-07,C006,P011,4.2,1
TS0001886,2024-08-07,C001,P038,4.6,1
TS0001887,2024-08-07,C014,P035,4.7,0
TS0001888,2024-08-08,C015,P011,6.9,1
TS0001889,2024-08-08,C001,P011,7.2,1
TS0001890,2024-08-08,C017,P011,6.6,1
TS0001891,2024-08-08,C030,P011,5.1,1
TS0001892,2024-08-08,C025,P011,8.0,1
TS0001893,2024-08-08,C008,P034,3.9,1
TS0001894,2024-08-08,C008,P022,5.4,1
TS0001895,2024-08-08,C023,P022,5.3,1
TS0001896,2024-08-08,C018,P022,9.9,1
TS0001897,2024-08-08,C026,P022,5.5,1
TS0001898,2024-08-08,C013,P035,0.7,0
TS0001899,2024-08-08,C011,P035,5.4,1
TS0001900,2024-08-08,C022,P014,5.7,1
TS0001901,2024-08-08,C024,P038,4.3,1
TS0001902,2024-08-08,C012,P038,5.4,1
TS0001903,2024-08-08,C001,P038,3.4,1
TS0001904,2024-08-08,C003,P038,5.6,1
TS0001905,2024-08-08,C014,P036,4.9,1
TS0001906,2024-08-08,C028,P003,7.0,1
TS0001907,2024-08-08,C030,P003,6.8,1
TS0001908,2024-08-08,C014,P003,5.2,1
TS0001909,2024-08-08,C025,P006,9.2,1
TS0001910,2024-08-08,C008,P006,8.1,1
TS0001911,2024-08-08,C009,P006,7.6,1
TS0001912,2024-08-09,C014,P035,5.8,1
TS0001913,2024-08-09,C017,P035,7.5,1
TS0001914,2024-08-09,C013,P035,6.4,1
TS0001915,2024-08-09,C008,P006,4.3,1
TS0001916,2024-08-09,C007,P006,7.4,1
TS0001917,2024-08-09,C025,P006,6.2,1
TS0001918,2024-08-09,C001,P038,5.4,1
TS0001919,2024-08-09,C003,P038,7.1,1
TS0001920,2024-08-09,C022,P014,6.3,1
TS0001921,2024-08-09,C017,P014,9.3,1
TS0001922,2024-08-09,C018,P014,7.1,1
TS0001923,2024-08-09,C007,P036,6.9,1
TS0001924,2024-08-09,C005,P003,1.2,0
TS0001925,2024-08-09,C030,P003,4.8,1
TS0001926,2024-08-09,C001,P011,7.3,1
TS0001927,2024-08-12,C028,P003,8.5,1
TS0001928,2024-08-12,C003,P038,1.5,0
TS0001929,2024-08-12,C008,P034,5.7,1
TS0001930,2024-08-12,C006,P034,6.0,1
TS0001931,2024-08-12,C027,P034,5.9,1
TS0001932,2024-08-12,C023,P022,0.2,0
TS0001933,2024-08-12,C016,P022,6.8,1
TS0001934,2024-08-12,C007,P006,7.3,1
TS0001935,2024-08-12,C010,P006,4.3,1
TS0001936,2024-08-12,C008,P006,4.8,1
TS0001937,2024-08-12,C018,P014,6.7,1
TS0001938,2024-08-12,C014,P035,5.7,1
TS0001939,2024-08-12,C007,P036,4.0,1
TS0001940,2024-08-12,C017,P011,4.4,1
TS0001941,2024-08-12,C030,P011,5.7,1
TS0001942,2024-08-12,C001,P011,7.5,1
TS0001943,2024-08-12,C025,P011,5.9,1
TS0001944,2024-08-12,C015,P011,6.7,1
TS0001945,2024-08-12,C006,P011,3.7,1
TS0001946,2024-08-13,C014,P003,4.5,1
TS0001947,2024-08-13,C030,P003,6.6,1
TS0001948,2024-08-13,C005,P003,0.8,0
TS0001949,2024-08-13,C018,P022,4.5,1
TS0001950,2024-08-13,C008,P022,4.4,1
TS0001951,2024-08-13,C017,P006,8.6,1
TS0001952,2024-08-13,C009,P006,8.6,1
TS0001953,2024-08-13,C018,P010,6.7,1
TS0001954,2024-08-13,C017,P014,3.1,1
TS0001955,2024-08-13,C027,P034,5.0,1
TS0001956,2024-08-13,C023,P034,7.0,1
TS0001957,2024-08-13,C012,P038,2.7,0
TS0001958,2024-08-13,C003,P038,2.2,0
TS0001959,2024-08-13,C001,P038,9.0,1
TS0001960,2024-08-13,C025,P011,2.9,1
TS0001961,2024-08-13,C001,P011,5.0,1
TS0001962,2024-08-13,C015,P011,5.7,1
TS0001963,2024-08-13,C013,P035,4.0,0
TS0001964,2024-08-13,C011,P035,7.9,1
TS0001965,2024-08-13,C017,P035,5.6,1
TS0001966,2024-08-14,C017,P035,7.2,1
TS0001967,2024-08-14,C028,P003,6.1,1
TS0001968,2024-08-14,C007,P036,6.9,1
TS0001969,2024-08-14,C014,P036,5.2,1
TS0001970,2024-08-14,C005,P010,7.0,1
TS0001971,2024-08-14,C018,P010,4.7,1
TS0001972,2024-08-14,C007,P006,6.5,1
TS0001973,2024-08-14,C008,P006,5.3,1
TS0001974,2024-08-14,C009,P006,2.9,0
TS0001975,2024-08-14,C025,P006,6.3,1
TS0001976,2024-08-14,C010,P006,6.1,1
TS0001977,2024-08-14,C025,P011,4.1,1
TS0001978,2024-08-14,C030,P011,7.0,1
TS0001979,2024-08-14,C001,P011,5.1,1
TS0001980,2024-08-14,C006,P011,3.9,1
TS0001981,2024-08-14,C020,P011,5.7,1
TS0001982,2024-08-14,C017,P011,3.8,1
TS0001983,2024-08-14,C022,P014,6.8,1
TS0001984,2024-08-14,C018,P014,7.9,1
TS0001985,2024-08-14,C017,P014,5.3,1
TS0001986,2024-08-14,C001,P038,5.9,1
TS0001987,2024-08-14,C024,P038,0.7,0
TS0001988,2024-08-14,C023,P034,7.9,1
TS0001989,2024-08-14,C008,P034,5.5,1
TS0001990,2024-08-14,C006,P034,10.5,1
TS0001991,2024-08-14,C016,P022,6.0,1
TS0001992,2024-08-14,C018,P022,7.6,1
TS0001993,2024-08-14,C027,P022,5.7,1
TS0001994,2024-08-15,C024,P038,5.2,1
TS0001995,2024-08-15,C001,P038,1.3,0
TS0001996,2024-08-15,C012,P038,4.0,1
TS0001997,2024-08-15,C003,P038,5.6,1
TS0001998,2024-08-15,C014,P035,5.6,1
TS0001999,2024-08-15,C008,P022,2.2,0
TS0002000,2024-08-15,C016,P022,3.5,1
TS0002001,2024-08-15,C023,P022,7.6,1
TS0002002,2024-08-15,C026,P022,5.9,1
TS0002003,2024-08-15,C025,P006,4.1,1
TS0002004,2024-08-15,C030,P003,6.0,1
TS0002005,2024-08-15,C014,P003,6.8,1
TS0002006,2024-08-15,C028,P003,9.2,1
TS0002007,2024-08-15,C005,P003,8.6,1
TS0002008,2024-08-15,C023,P034,4.1,1
TS0002009,2024-08-15,C006,P011,3.7,0
TS0002010,2024-08-15,C025,P011,5.9,1
TS0002011,2024-08-15,C017,P011,4.0,1
TS0002012,2024-08-15,C001,P011,6.9,1
TS0002013,2024-08-15,C030,P011,5.9,1
TS0002014,2024-08-15,C018,P010,5.2,1
TS0002015,2024-08-15,C005,P010,6.1,1
TS0002016,2024-08-15,C014,P036,6.6,1
TS0002017,2024-08-15,C017,P014,5.6,1
TS0002018,2024-08-15,C018,P014,4.0,1
TS0002019,2024-08-15,C022,P014,6.2,1
TS0002020,2024-08-16,C007,P036,4.8,1
TS0002021,2024-08-16,C014,P036,7.9,1
TS0002022,2024-08-16,C030,P011,4.0,1
TS0002023,2024-08-16,C020,P011,7.2,1
TS0002024,2024-08-16,C001,P011,4.8,1
TS0002025,2024-08-16,C006,P011,7.3,1
TS0002026,2024-08-16,C026,P022,2.9,0
TS0002027,2024-08-16,C027,P022,5.1,1
TS0002028,2024-08-16,C018,P022,5.6,1
TS0002029,2024-08-16,C017,P022,7.9,1
TS0002030,2024-08-16,C023,P022,6.7,1
TS0002031,2024-08-16,C016,P022,9.8,1
